WISE3_ID,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,CLIM_PRECIPITATION_DATA,CLIM_GDD,CLIM_ARIDITY_INDEX,CLIM_KOPGEIGER,CKIM_FAO_LGP,CLIM_MODIS_evapotrans,clim_precip_novdecjan,clim_precip_febmarapr,clim_precip_mayjunjul,clim_precip_augsepoct,topog_elevation,topog_geolage,topog_slope_global,topog_landform_global,topog_twi_global,topog_topi_global,topog_israd_global,landcover_modis_2012,vegind_modis_evi_m,vegind_modis_evi_sd,WISE3_FAO_74
PE0101,-16.4333333333,-71.6,56.0,3107.0,0.035,5,3,0.0,7.0,12.0,0.0,0.0,2173.0,72,8,3,1320.0,1.539,1825.0,13,2055.0,180.0,Qa
PE0102,-15.7666666667,-70.2833333333,642.0,1053.0,0.5206,11,6,4076.0,97.0,93.0,4.0,18.0,3867.0,72,2,3,1190.0,1.546,2098.75,10,2181.0,679.0,Ck
PE0103,-15.6666666667,-70.0333333333,661.0,1053.0,0.5549,11,6,3958.0,95.0,99.0,5.0,23.0,3819.0,72,0,3,1280.0,1.567,2098.75,12,2949.0,1204.0,Ch
PE0104,-6.93861111111,-76.1125,1557.0,7583.0,0.8565,2,13,13338.0,119.0,154.0,110.0,136.0,903.0,80,15,5,850.0,1.55,1688.125,2,5555.0,685.0,Bd
PE0105,-8.94777777778,-75.0361111111,2679.0,7454.0,1.4634,1,13,14172.0,316.0,277.0,138.0,163.0,210.0,80,3,6,1190.0,1.564,1551.25,14,5449.0,723.0,Be
PE0106,-17.45,-70.0494444444,134.0,1278.0,0.0944,5,3,4291.0,20.0,23.0,0.0,1.0,3172.0,18,28,3,980.0,1.473,2053.125,10,2406.0,564.0,Be
PE0107,-12.6886111111,-69.1477777778,2255.0,7315.0,1.2922,3,13,13123.0,295.0,261.0,72.0,123.0,225.0,72,2,7,1250.0,1.569,1551.25,2,5393.0,471.0,Bf
PE0108,-14.0,-71.5166666667,775.0,884.0,0.5843,11,13,7972.0,120.0,111.0,5.0,27.0,3669.0,60,27,3,890.0,1.484,2235.625,10,2238.0,709.0,Bc
PE0109,-17.2,-70.9666666667,12.0,3387.0,0.0077,5,3,0.0,2.0,3.0,0.0,0.0,1266.0,18,9,3,1360.0,1.524,1688.125,7,1580.0,184.0,Jc
PE0110,-3.78333333333,-73.2333333333,2842.0,7809.0,1.6692,1,16,14027.0,253.0,277.0,217.0,199.0,96.0,72,1,4,1280.0,1.569,1551.25,2,5855.0,615.0,Je
PE0111,-14.1,-71.4333333333,737.0,711.0,0.5308,11,13,7634.0,110.0,103.0,5.0,27.0,3455.0,28,11,3,880.0,1.465,2007.5,10,2285.0,767.0,Hc
PE0112,-16.4666666667,-71.4833333333,81.0,342.0,0.0531,5,3,0.0,10.0,17.0,0.0,0.0,2462.0,72,13,3,1090.0,1.521,1870.625,14,3370.0,392.0,Tm
PE0113,-3.85833333333,-73.3,2823.0,7809.0,1.6708,1,16,14210.0,256.0,279.0,215.0,191.0,102.0,80,1,4,1280.0,1.569,1551.25,2,5443.0,622.0,Pp
PE0114,-3.82027777778,-73.3175,2842.0,7809.0,1.6715,1,16,14054.0,261.0,276.0,217.0,193.0,101.0,80,0,4,1290.0,1.57,1551.25,2,5218.0,614.0,Po
PG0001,-4.91666666667,144.666666667,4210.0,8008.0,2.4911,1,16,14802.0,492.0,501.0,204.0,201.0,49.0,72,2,7,1270.0,1.568,1505.625,2,5547.0,752.0,Hg
PG0002,-3.78333333333,143.6,1833.0,7993.0,1.113,1,16,14635.0,179.0,179.0,118.0,132.0,107.0,72,2,7,1190.0,1.566,1551.25,2,5407.0,897.0,E
PG0003,-9.65,149.95,1853.0,7771.0,1.2528,1,13,14144.0,182.0,246.0,108.0,79.0,77.0,45,2,7,1040.0,1.568,1551.25,14,4352.0,525.0,Lc
PG0004,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Ag
PG0005,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Ah
PG0006,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Th
PG0007,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Tv
PG0008,-9.5,147.116666667,-32768.0,7674.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,14,0,10.0,0.0,11634.375,0,-32767.0,0.0,Bh
PG0009,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Bh
PG0010,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Jd
PG0011,-9.5,147.116666667,-32768.0,7674.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,14,0,10.0,0.0,11634.375,0,-32767.0,0.0,Fo
PG0012,-9.5,147.116666667,-32768.0,7674.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,14,0,10.0,0.0,11634.375,0,-32767.0,0.0,Be
PG0013,-9.5,147.116666667,-32768.0,7674.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,14,0,10.0,0.0,11634.375,0,-32767.0,0.0,La
PG0014,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Nh
PG0015,-9.5,147.116666667,-32768.0,7674.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,14,0,10.0,0.0,11634.375,0,-32767.0,0.0,Sm
PG0016,-6.03333333333,145.366666667,1874.0,5982.0,1.2201,1,16,14266.0,208.0,223.0,80.0,111.0,1636.0,52,11,3,1200.0,1.535,1733.75,2,4794.0,417.0,Vp
PG0017,-8.7,148.133333333,3036.0,7821.0,1.829,1,16,15103.0,356.0,298.0,163.0,182.0,89.0,72,2,7,1270.0,1.565,1505.625,2,6012.0,443.0,Ah
PG0018,-9.6,148.633333333,2145.0,7111.0,1.4205,2,16,14855.0,204.0,222.0,162.0,126.0,138.0,72,3,7,1320.0,1.551,1551.25,2,5127.0,453.0,To
PG0019,-9.58333333333,148.583333333,2171.0,7111.0,1.4317,2,16,14702.0,208.0,225.0,159.0,128.0,180.0,72,9,7,1280.0,1.556,1505.625,14,4177.0,508.0,Be
PG0020,-3.83333333333,143.833333333,1860.0,7993.0,1.109,1,16,14918.0,191.0,190.0,116.0,122.0,127.0,91,4,6,1150.0,1.564,1551.25,2,5054.0,572.0,Be
PG0021,-9.16666666667,147.083333333,1436.0,7716.0,0.8913,3,14,16004.0,164.0,197.0,60.0,61.0,15.0,72,1,7,1290.0,1.569,1505.625,2,5331.0,755.0,Be
PG0022,-8.66666666667,148.083333333,3128.0,7821.0,1.8787,1,16,15281.0,367.0,308.0,172.0,191.0,62.0,72,2,7,1300.0,1.566,1505.625,2,5946.0,597.0,Jd
PG0023,-9.66666666667,148.666666667,2223.0,7111.0,1.5036,2,16,15021.0,211.0,234.0,164.0,137.0,316.0,72,15,6,1140.0,1.54,1505.625,2,4434.0,459.0,Fo
PG0024,-8.61666666667,148.383333333,-32768.0,7821.0,-214748.3647,1,16,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,1,0,10.0,0.0,11634.375,0,592.0,0.0,Gd
PG0025,-4.5,144.666666667,2869.0,8008.0,1.7293,1,16,15178.0,343.0,331.0,144.0,138.0,33.0,72,1,7,1230.0,1.569,1551.25,2,5437.0,603.0,Oe
PG0026,-3.86666666667,143.8,1869.0,7993.0,1.109,1,16,14857.0,193.0,193.0,116.0,123.0,106.0,45,2,7,1210.0,1.565,1505.625,2,4805.0,834.0,E
PG0027,-6.1,147.4,2678.0,6426.0,1.8364,1,16,8352.0,283.0,283.0,158.0,180.0,1303.0,45,62,3,770.0,1.506,1231.875,2,4811.0,987.0,Lc
PG0028,-9.6,148.633333333,2145.0,7111.0,1.4205,2,16,14855.0,204.0,222.0,162.0,126.0,138.0,72,3,7,1320.0,1.551,1551.25,2,5127.0,453.0,Lf
PG0029,-5.83333333333,145.5,3065.0,7117.0,1.8993,1,16,13526.0,336.0,374.0,169.0,202.0,895.0,52,37,6,810.0,1.502,1596.875,2,5733.0,496.0,Hh
PG0030,-9.5,147.116666667,-32768.0,7674.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,14,0,10.0,0.0,11634.375,0,-32767.0,0.0,Vp
PG0031,-6.08333333333,147.416666667,2687.0,6426.0,1.8186,1,16,13804.0,290.0,304.0,158.0,163.0,1040.0,45,42,3,760.0,1.52,1414.375,2,5571.0,938.0,Vp
PH0001,14.2666666667,121.4,2185.0,7790.0,1.4244,2,12,12550.0,191.0,38.0,221.0,283.0,10.0,9,1,7,1310.0,1.561,1505.625,14,4446.0,510.0,Ao
PH0002,13.9,123.666666667,-32768.0,7783.0,-214748.3647,127,14,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,2,0,10.0,1.551,11634.375,0,366.0,272.0,Af
PH0003,14.0833333333,120.916666667,2120.0,7927.0,1.4949,3,11,15705.0,99.0,21.0,256.0,290.0,258.0,9,38,6,840.0,1.485,1733.75,2,6137.0,621.0,Tm
PH0004,13.6,123.2,2478.0,7702.0,1.6564,1,13,10217.0,252.0,84.0,211.0,276.0,3.0,72,1,6,1280.0,1.562,1551.25,12,4017.0,429.0,Th
PH0005,13.6666666667,123.286388889,2630.0,7702.0,1.788,1,14,14256.0,288.0,90.0,211.0,287.0,186.0,9,10,6,1090.0,1.545,1551.25,14,5426.0,606.0,Th
PH0006,14.1666666667,120.916666667,2432.0,7927.0,1.6807,3,11,10852.0,118.0,32.0,318.0,346.0,449.0,9,8,6,1030.0,1.569,1551.25,2,5666.0,641.0,Th
PH0007,15.2825,120.866666667,1997.0,7869.0,1.2351,2,12,10232.0,56.0,21.0,289.0,298.0,19.0,72,0,7,1360.0,1.565,1551.25,13,4339.0,577.0,Be
PH0008,12.9833333333,124.016666667,3101.0,7613.0,2.068,1,14,13963.0,434.0,194.0,157.0,245.0,13.0,9,3,6,1160.0,1.558,1551.25,13,5000.0,566.0,Fo
PH0009,14.1602777778,121.261944444,1981.0,7790.0,1.2764,2,12,9622.0,157.0,32.0,216.0,255.0,16.0,9,2,7,1270.0,1.541,1505.625,12,4092.0,771.0,Gd
PH0010,15.2130555556,120.948611111,2064.0,7869.0,1.2843,1,12,10300.0,68.0,26.0,294.0,301.0,15.0,72,0,7,1360.0,1.569,1551.25,12,4101.0,1694.0,Ge
PH0011,15.2497222222,120.936944444,2006.0,7869.0,1.2475,1,12,10265.0,64.0,24.0,285.0,295.0,15.0,72,0,7,1360.0,1.569,1505.625,12,3858.0,1123.0,Vp
PH0012,17.6333333333,122.216666667,-32768.0,6562.0,-214748.3647,127,12,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,12,0,10.0,0.0,11634.375,0,-32767.0,0.0,Ah
PH0013,13.4333333333,123.4,2542.0,7872.0,1.7037,1,14,11987.0,285.0,86.0,196.0,283.0,19.0,72,1,6,1250.0,1.533,1551.25,12,3846.0,805.0,Tm
PH0014,13.0,124.0,2926.0,7613.0,1.9616,127,14,14822.0,412.0,179.0,156.0,243.0,79.0,9,9,6,1050.0,1.554,1551.25,14,6185.0,594.0,Th
PH0015,13.1666666667,123.7,2934.0,7712.0,1.9824,1,14,13845.0,365.0,139.0,219.0,284.0,65.0,9,4,6,1080.0,1.546,1551.25,12,4114.0,469.0,Tv
PH0016,14.1166666667,120.9,2506.0,7927.0,1.7654,3,11,14635.0,122.0,34.0,323.0,361.0,558.0,9,8,6,950.0,1.57,1551.25,13,5621.0,737.0,Tv
PH0017,13.1666666667,123.7,2934.0,7712.0,1.9824,1,14,13845.0,365.0,139.0,219.0,284.0,65.0,9,4,6,1080.0,1.546,1551.25,12,4114.0,469.0,Be
PH0018,14.2,120.916666667,2340.0,7927.0,1.5983,3,11,15036.0,110.0,29.0,312.0,331.0,346.0,9,8,6,1080.0,1.567,1505.625,14,5680.0,973.0,Be
PH0019,14.1666666667,121.3,2004.0,7790.0,1.2902,2,12,11549.0,168.0,34.0,212.0,257.0,11.0,9,1,7,1310.0,1.552,1505.625,12,3835.0,1268.0,Bv
PH0020,14.5,120.5,3081.0,7927.0,2.2158,3,10,15770.0,67.0,21.0,422.0,501.0,758.0,45,33,6,740.0,1.555,1642.5,2,5107.0,791.0,Jd
PH0021,12.9833333333,124.016666667,3101.0,7613.0,2.068,1,14,13963.0,434.0,194.0,157.0,245.0,13.0,9,3,6,1160.0,1.558,1551.25,13,5000.0,566.0,Je
PH0022,18.05,120.216666667,-32768.0,-32768.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,12,0,10.0,0.0,11634.375,0,-32767.0,0.0,Jc
PH0023,15.9666666667,120.516666667,1753.0,7898.0,1.0721,2,10,8973.0,33.0,37.0,243.0,269.0,19.0,72,1,7,1380.0,1.567,1505.625,14,3665.0,951.0,Ge
PH0024,15.4833333333,120.583333333,2029.0,7869.0,1.2535,2,11,0.0,41.0,29.0,298.0,309.0,52.0,45,1,7,1350.0,1.568,1505.625,13,3162.0,489.0,Ge
PH0025,15.7333333333,120.316666667,2282.0,7515.0,1.4259,2,10,12210.0,39.0,52.0,292.0,362.0,75.0,9,8,7,1300.0,1.54,1505.625,14,3781.0,762.0,Ge
PH0026,15.3,120.966666667,1933.0,7869.0,1.1932,1,12,11620.0,65.0,24.0,269.0,289.0,21.0,72,1,7,1350.0,1.568,1551.25,12,3876.0,1478.0,Ge
PH0027,14.1666666667,121.3,2004.0,7790.0,1.2902,2,12,11549.0,168.0,34.0,212.0,257.0,11.0,9,1,7,1310.0,1.552,1505.625,12,3835.0,1268.0,Gm
PH0028,14.1666666667,121.3,2004.0,7790.0,1.2902,2,12,11549.0,168.0,34.0,212.0,257.0,11.0,9,1,7,1310.0,1.552,1505.625,12,3835.0,1268.0,Gm
PH0029,15.9666666667,120.516666667,1753.0,7898.0,1.0721,2,10,8973.0,33.0,37.0,243.0,269.0,19.0,72,1,7,1380.0,1.567,1505.625,14,3665.0,951.0,Gm
PH0030,15.9666666667,120.516666667,1753.0,7898.0,1.0721,2,10,8973.0,33.0,37.0,243.0,269.0,19.0,72,1,7,1380.0,1.567,1505.625,14,3665.0,951.0,Gm
PH0031,12.4166666667,123.833333333,-32768.0,8149.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,4,0,10.0,0.0,11634.375,0,-32767.0,0.0,Gm
PH0032,15.7333333333,120.316666667,2282.0,7515.0,1.4259,2,10,12210.0,39.0,52.0,292.0,362.0,75.0,9,8,7,1300.0,1.54,1505.625,14,3781.0,762.0,Gm
PH0033,16.0497222222,120.581944444,1669.0,6436.0,1.0201,2,10,9470.0,34.0,33.0,230.0,259.0,35.0,72,1,7,1370.0,1.563,1551.25,14,3951.0,807.0,Gm
PH0034,14.44,121.450277778,2695.0,7790.0,1.7788,1,13,10817.0,268.0,68.0,241.0,322.0,9.0,9,1,6,1230.0,1.524,1551.25,12,4431.0,629.0,Gm
PH0035,14.1647222222,120.253888889,-32768.0,7630.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,60,0,10.0,0.0,11634.375,0,-32767.0,0.0,Gm
PH0036,14.4333333333,121.45,2656.0,7790.0,1.7664,1,13,13131.0,267.0,67.0,240.0,320.0,8.0,9,1,6,1220.0,1.527,1551.25,12,4533.0,674.0,Gm
PH0037,18.05,120.6,2345.0,6561.0,1.5257,3,10,9886.0,24.0,10.0,378.0,372.0,41.0,81,5,6,1240.0,1.554,1551.25,14,4226.0,767.0,Hc
PH0038,16.0622222222,121.3875,2653.0,6027.0,1.9858,1,14,13473.0,186.0,90.0,268.0,340.0,1105.0,81,24,5,650.0,1.557,1460.0,2,5332.0,986.0,Vc
PH0039,13.6166666667,123.283333333,2487.0,7702.0,1.6765,1,14,13830.0,267.0,85.0,209.0,273.0,73.0,9,5,6,1180.0,1.539,1551.25,12,5291.0,593.0,Vp
PH0040,14.5538888889,121.208333333,2497.0,7530.0,1.6467,2,12,8934.0,138.0,31.0,293.0,357.0,71.0,9,3,6,1200.0,1.534,1505.625,14,4274.0,596.0,Vp
PH0041,15.7333333333,120.316666667,2282.0,7515.0,1.4259,2,10,12210.0,39.0,52.0,292.0,362.0,75.0,9,8,7,1300.0,1.54,1505.625,14,3781.0,762.0,Vc
PH0042,15.6725,120.890555556,1848.0,7898.0,1.1186,2,12,9758.0,45.0,20.0,266.0,285.0,57.0,72,0,6,1350.0,1.57,1551.25,12,3581.0,905.0,Vp
PH0043,10.6833333333,122.55,-32768.0,8101.0,-214748.3647,127,11,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,45,2,0,10.0,1.563,11634.375,0,622.0,296.0,Vp
PH0044,13.5666666667,123.3,2442.0,7702.0,1.6378,1,14,13510.0,260.0,83.0,206.0,268.0,39.0,9,2,6,1240.0,1.546,1551.25,12,4489.0,657.0,Vp
PH0045,7.51666666667,123.25,-32768.0,7655.0,-214748.3647,1,12,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,6,0,10.0,1.541,11634.375,0,65.0,51.0,Vp
PH0046,10.25,122.7,-32768.0,8147.0,-214748.3647,127,0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-32768.0,0,1,0,10.0,0.0,11634.375,0,-32767.0,0.0,Vp
PH0047,15.7,121.083333333,1938.0,6997.0,1.1817,1,13,11977.0,82.0,44.0,244.0,278.0,82.0,72,0,6,1340.0,1.561,1551.25,12,3917.0,1688.0,Vp
PH0048,10.6166666667,122.966666667,2415.0,8101.0,1.51,2,11,10313.0,184.0,59.0,263.0,298.0,26.0,9,2,7,1300.0,1.567,1551.25,14,4122.0,671.0,To
PH0049,10.6333333333,122.95,2402.0,8101.0,1.5072,2,11,9876.0,187.0,58.0,262.0,297.0,17.0,9,2,7,1300.0,1.567,1551.25,13,4112.0,724.0,Th
PH0050,15.0,120.216666667,3296.0,7808.0,2.1169,2,10,7923.0,36.0,14.0,469.0,577.0,80.0,72,2,6,1220.0,1.542,1551.25,10,1398.0,423.0,Th
PH0051,15.0,120.233333333,3270.0,7808.0,2.1096,2,10,7135.0,36.0,15.0,465.0,570.0,91.0,72,3,6,1170.0,1.54,1551.25,12,2191.0,641.0,Th
PH0052,10.6333333333,122.983333333,2423.0,8101.0,1.521,2,11,9971.0,196.0,64.0,255.0,292.0,44.0,9,2,7,1280.0,1.566,1551.25,14,4185.0,772.0,Tv
PH0053,15.0,120.216666667,3296.0,7808.0,2.1169,2,10,7923.0,36.0,14.0,469.0,577.0,80.0,72,2,6,1220.0,1.542,1551.25,10,1398.0,423.0,Th
PH0054,10.6333333333,122.95,2402.0,8101.0,1.5072,2,11,9876.0,187.0,58.0,262.0,297.0,17.0,9,2,7,1300.0,1.567,1551.25,13,4112.0,724.0,Th
PH0055,10.2608333333,124.799166667,2488.0,7924.0,1.6225,127,14,14789.0,294.0,140.0,176.0,219.0,41.0,80,4,6,1140.0,1.557,1505.625,8,5653.0,594.0,Ao
PH0056,11.0569444444,122.8875,2157.0,7925.0,1.4365,2,11,10997.0,194.0,71.0,220.0,234.0,77.0,0,7,6,1170.0,1.562,1551.25,12,5223.0,597.0,Af
PH0057,10.4083333333,123.061111111,2428.0,7487.0,1.6317,2,11,11319.0,182.0,70.0,270.0,288.0,551.0,72,26,5,880.0,1.531,1642.5,2,6371.0,856.0,Th
PH0058,10.6466666667,123.113888889,2367.0,7740.0,1.5752,2,11,12765.0,200.0,74.0,245.0,270.0,441.0,9,16,5,1040.0,1.542,1642.5,14,5752.0,781.0,Th
PH0059,10.1138888889,123.505555556,1789.0,7971.0,1.1176,1,12,10683.0,194.0,81.0,161.0,160.0,11.0,9,9,6,1080.0,1.535,1505.625,14,5023.0,495.0,Bk
PH0060,11.1972222222,123.029166667,2291.0,7807.0,1.5009,2,12,10369.0,231.0,84.0,203.0,245.0,11.0,80,5,6,1240.0,1.558,1505.625,14,4280.0,690.0,Be
PH0061,11.4833333333,125.0,2604.0,7732.0,1.7373,127,14,13942.0,320.0,163.0,186.0,204.0,5.0,45,2,7,1250.0,1.561,1551.25,2,4778.0,902.0,Be
PH0062,10.3833333333,124.75,2485.0,7924.0,1.6224,127,14,12380.0,298.0,147.0,174.0,214.0,10.0,0,1,6,1210.0,1.563,1551.25,12,4268.0,709.0,Be
PH0063,10.4916666667,123.395833333,1633.0,7487.0,1.0161,2,12,10086.0,182.0,71.0,127.0,164.0,19.0,0,7,7,1090.0,1.549,1551.25,14,4518.0,592.0,Be
PH0064,10.4916666667,123.3875,1661.0,7487.0,1.0399,2,12,10761.0,183.0,71.0,132.0,168.0,43.0,0,12,6,1070.0,1.547,1551.25,14,5015.0,323.0,Be
PH0065,10.9833333333,125.025,2889.0,7559.0,1.9666,127,15,14107.0,380.0,228.0,176.0,184.0,7.0,72,0,6,1300.0,1.564,1505.625,11,4116.0,659.0,Bh
PH0066,10.9138888889,122.477777778,2172.0,7528.0,1.516,2,11,12479.0,152.0,60.0,243.0,269.0,89.0,72,2,6,1230.0,1.561,1551.25,14,5383.0,555.0,Bv
PH0067,10.4333333333,123.994444444,1569.0,7971.0,1.0096,1,12,15168.0,145.0,58.0,148.0,171.0,4.0,9,4,6,1100.0,1.559,1505.625,14,4755.0,401.0,Jc
PH0068,11.3333333333,125.051388889,2507.0,7732.0,1.7042,1,15,14731.0,319.0,172.0,170.0,175.0,6.0,45,3,7,1290.0,1.563,1551.25,14,5671.0,542.0,Od
PH0069,10.7666666667,123.020833333,2570.0,7740.0,1.6463,2,11,10577.0,262.0,91.0,229.0,275.0,28.0,9,1,7,1290.0,1.567,1551.25,14,4191.0,1085.0,Lo
PH0070,10.5319444444,122.911111111,2560.0,8101.0,1.5822,2,11,14025.0,154.0,54.0,307.0,339.0,17.0,72,1,7,1340.0,1.569,1551.25,14,4248.0,1021.0,Hg
PH0071,10.2569444444,123.845833333,1645.0,7971.0,1.0404,127,12,9147.0,131.0,78.0,164.0,175.0,10.0,9,1,6,1190.0,1.561,1551.25,13,3869.0,541.0,Hh
PH0072,10.6875,124.8125,2852.0,7729.0,1.9,1,14,13675.0,357.0,198.0,183.0,213.0,4.0,80,0,6,1080.0,1.532,1505.625,14,4139.0,709.0,Bv
PH0073,15.9611111111,121.133333333,2082.0,6997.0,1.3791,1,13,13617.0,126.0,76.0,240.0,315.0,401.0,80,44,6,800.0,1.507,1596.875,5,4273.0,560.0,Lc
PK0001,31.3333333333,72.4166666667,271.0,6857.0,0.1539,4,4,1634.0,8.0,15.0,38.0,31.0,158.0,72,0,4,1440.0,1.57,1551.25,12,2805.0,596.0,Yh
PK0002,32.0833333333,72.5,388.0,6658.0,0.2227,4,5,1097.0,11.0,24.0,49.0,46.0,179.0,72,1,4,1440.0,1.57,1551.25,12,2391.0,563.0,Bk
PK0003,31.7666666667,73.75,413.0,6724.0,0.2445,6,6,1933.0,11.0,19.0,53.0,55.0,203.0,72,0,4,1440.0,1.57,1551.25,12,2970.0,1003.0,Yh
PK0004,31.45,74.2166666667,518.0,6730.0,0.3081,6,6,0.0,11.0,22.0,69.0,71.0,207.0,72,0,4,1450.0,1.57,1551.25,12,2800.0,669.0,Lk
PK0005,34.1,71.5833333333,396.0,5878.0,0.2455,6,8,0.0,24.0,53.0,24.0,32.0,308.0,67,0,7,1440.0,1.569,1551.25,12,2703.0,747.0,Bk
PK0006,25.4,68.4166666667,170.0,7738.0,0.0875,4,2,0.0,2.0,4.0,25.0,25.0,23.0,72,0,1,1430.0,1.569,1505.625,12,2366.0,512.0,Bk
PK0007,25.4166666667,68.5,172.0,7738.0,0.088,4,2,2372.0,2.0,4.0,26.0,25.0,22.0,72,0,1,1440.0,1.57,1505.625,12,2411.0,356.0,Bk
PK0008,33.6,72.8166666667,760.0,5767.0,0.4804,10,11,918.0,31.0,53.0,78.0,94.0,538.0,91,2,5,1230.0,1.568,1596.875,12,1745.0,593.0,Bk
PK0009,33.2,73.1,697.0,5803.0,0.438,6,10,1336.0,26.0,41.0,76.0,89.0,542.0,45,3,5,1230.0,1.565,1596.875,12,2298.0,862.0,Bk
PK0010,32.1747222222,74.0955555556,554.0,6408.0,0.3321,6,7,0.0,16.0,25.0,68.0,76.0,220.0,72,0,4,1440.0,1.57,1551.25,12,2618.0,946.0,Be
PK0011,25.4,68.45,169.0,7738.0,0.0874,4,2,1533.0,2.0,4.0,26.0,25.0,22.0,72,0,1,1440.0,1.57,1551.25,12,1845.0,519.0,Jc
PK0012,33.5611111111,72.6333333333,646.0,5767.0,0.408,10,10,678.0,27.0,48.0,61.0,79.0,523.0,72,3,7,1240.0,1.569,1551.25,12,1538.0,352.0,Lo
PK0013,31.8,73.8166666667,432.0,6724.0,0.256,6,6,1870.0,11.0,20.0,56.0,58.0,206.0,72,0,4,1440.0,1.57,1551.25,12,2668.0,1121.0,Xl
PK0014,31.3833333333,74.1166666667,461.0,6730.0,0.2727,6,6,3216.0,11.0,19.0,61.0,64.0,199.0,72,0,4,1440.0,1.569,1551.25,12,3093.0,1114.0,Lo
PK0015,32.1833333333,74.15,567.0,6408.0,0.3407,6,7,1792.0,17.0,26.0,69.0,79.0,223.0,72,0,4,1440.0,1.57,1551.25,13,2829.0,588.0,Lo
PK0016,33.9666666667,71.5,390.0,5707.0,0.2485,6,7,0.0,22.0,52.0,25.0,31.0,392.0,67,3,7,1360.0,1.567,1551.25,7,2153.0,452.0,Lk
PK0017,31.3333333333,74.15,455.0,6730.0,0.2689,6,5,1689.0,11.0,18.0,60.0,64.0,204.0,72,0,4,1450.0,1.57,1551.25,12,2862.0,916.0,Lk
PK0018,33.9333333333,73.4166666667,1028.0,5022.0,0.8525,11,13,2184.0,40.0,83.0,90.0,89.0,1833.0,91,58,3,670.0,1.467,1414.375,5,2780.0,922.0,Hh
PK0019,33.6333333333,72.9333333333,857.0,5767.0,0.5455,10,12,0.0,35.0,56.0,91.0,105.0,560.0,72,2,5,1240.0,1.564,1596.875,12,1671.0,612.0,Rc
PK0020,25.3833333333,68.4,171.0,7738.0,0.0889,4,2,0.0,2.0,4.0,25.0,26.0,22.0,72,0,1,1430.0,1.569,1505.625,14,2132.0,248.0,Zo
PK0021,31.7166666667,74.2666666667,578.0,6616.0,0.3459,6,6,0.0,14.0,25.0,76.0,79.0,208.0,72,0,4,1450.0,1.57,1551.25,12,2065.0,882.0,So
PK0022,32.0166666667,74.2,573.0,6408.0,0.3447,6,7,2356.0,16.0,25.0,71.0,79.0,219.0,72,0,4,1450.0,1.57,1551.25,12,3285.0,1544.0,So
PK0023,31.8833333333,73.7833333333,432.0,6724.0,0.2563,6,6,2493.0,11.0,20.0,56.0,57.0,205.0,72,0,4,1440.0,1.57,1551.25,12,2835.0,922.0,Xh
